Export of Imageset roboRotation_apriltag_02 (ball annotations in bounding boxes)
[team|Robocup Projekt]
[set|roboRotation_apriltag_02]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::robot|9514.jpg|640|480|379|17|557|310|468.0|163.5|178|293
label::robot|9513.jpg|640|480|383|18|560|310|471.5|164.0|177|292
label::robot|9512.jpg|640|480|383|18|560|310|471.5|164.0|177|292
label::robot|9511.jpg|640|480|385|15|564|311|474.5|163.0|179|296
label::robot|9510.jpg|640|480|385|15|564|311|474.5|163.0|179|296
label::robot|9509.jpg|640|480|385|15|566|309|475.5|162.0|181|294
label::robot|9508.jpg|640|480|385|15|566|309|475.5|162.0|181|294
label::robot|9507.jpg|640|480|386|15|566|308|476.0|161.5|180|293
label::robot|9506.jpg|640|480|386|15|566|308|476.0|161.5|180|293
label::robot|9505.jpg|640|480|391|12|565|308|478.0|160.0|174|296
label::robot|9504.jpg|640|480|391|12|565|308|478.0|160.0|174|296
label::robot|9503.jpg|640|480|391|9|567|310|479.0|159.5|176|301
label::robot|9502.jpg|640|480|391|9|567|310|479.0|159.5|176|301
label::robot|9501.jpg|640|480|393|8|568|310|480.5|159.0|175|302
label::robot|9500.jpg|640|480|393|8|568|310|480.5|159.0|175|302
label::robot|9499.jpg|640|480|392|5|569|311|480.5|158.0|177|306
label::robot|9498.jpg|640|480|392|5|569|311|480.5|158.0|177|306
label::robot|9497.jpg|640|480|392|5|569|310|480.5|157.5|177|305
label::robot|9496.jpg|640|480|392|5|569|310|480.5|157.5|177|305
label::robot|9495.jpg|640|480|393|6|568|310|480.5|158.0|175|304
label::robot|9494.jpg|640|480|393|6|568|310|480.5|158.0|175|304
label::robot|9493.jpg|640|480|393|5|568|311|480.5|158.0|175|306
label::robot|9492.jpg|640|480|393|5|568|311|480.5|158.0|175|306
label::robot|9491.jpg|640|480|394|4|568|313|481.0|158.5|174|309
label::robot|9490.jpg|640|480|394|4|568|313|481.0|158.5|174|309
label::robot|9489.jpg|640|480|394|3|568|314|481.0|158.5|174|311
label::robot|9488.jpg|640|480|394|3|568|314|481.0|158.5|174|311
label::robot|9487.jpg|640|480|393|1|568|316|480.5|158.5|175|315
label::robot|9486.jpg|640|480|393|1|568|316|480.5|158.5|175|315
label::robot|9485.jpg|640|480|393|0|568|318|480.5|159.0|175|318
label::robot|9484.jpg|640|480|393|0|568|318|480.5|159.0|175|318
label::robot|9483.jpg|640|480|393|0|569|318|481.0|159.0|176|318
label::robot|9482.jpg|640|480|393|0|569|318|481.0|159.0|176|318
label::robot|9481.jpg|640|480|392|0|570|320|481.0|160.0|178|320
label::robot|9480.jpg|640|480|392|0|570|320|481.0|160.0|178|320
label::robot|9479.jpg|640|480|392|0|570|321|481.0|160.5|178|321
label::robot|9478.jpg|640|480|392|0|570|321|481.0|160.5|178|321
label::robot|9477.jpg|640|480|393|3|569|314|481.0|158.5|176|311
label::robot|9476.jpg|640|480|393|3|569|314|481.0|158.5|176|311
label::robot|9475.jpg|640|480|395|5|568|309|481.5|157.0|173|304
label::robot|9474.jpg|640|480|395|5|568|309|481.5|157.0|173|304
label::robot|9473.jpg|640|480|395|5|568|309|481.5|157.0|173|304
label::robot|9472.jpg|640|480|395|5|568|309|481.5|157.0|173|304
label::robot|9471.jpg|640|480|392|3|568|312|480.0|157.5|176|309
label::robot|9470.jpg|640|480|392|3|568|312|480.0|157.5|176|309
label::robot|9469.jpg|640|480|394|1|569|314|481.5|157.5|175|313
label::robot|9468.jpg|640|480|394|1|569|314|481.5|157.5|175|313
label::robot|9467.jpg|640|480|394|4|569|312|481.5|158.0|175|308
label::robot|9466.jpg|640|480|394|4|569|312|481.5|158.0|175|308
label::robot|9465.jpg|640|480|393|5|568|313|480.5|159.0|175|308
label::robot|9464.jpg|640|480|393|5|568|313|480.5|159.0|175|308
label::robot|9463.jpg|640|480|394|2|569|314|481.5|158.0|175|312
label::robot|9462.jpg|640|480|394|2|569|314|481.5|158.0|175|312
label::robot|9461.jpg|640|480|393|0|571|316|482.0|158.0|178|316
label::robot|9460.jpg|640|480|393|0|571|316|482.0|158.0|178|316
label::robot|9459.jpg|640|480|394|1|571|316|482.5|158.5|177|315
label::robot|9458.jpg|640|480|394|1|571|316|482.5|158.5|177|315
label::robot|9457.jpg|640|480|395|3|572|316|483.5|159.5|177|313
label::robot|9456.jpg|640|480|395|3|572|316|483.5|159.5|177|313
label::robot|9455.jpg|640|480|396|6|571|314|483.5|160.0|175|308
label::robot|9454.jpg|640|480|396|6|571|314|483.5|160.0|175|308
label::robot|9453.jpg|640|480|395|7|570|315|482.5|161.0|175|308
label::robot|9452.jpg|640|480|395|7|570|315|482.5|161.0|175|308
label::robot|9451.jpg|640|480|393|7|566|313|479.5|160.0|173|306
label::robot|9450.jpg|640|480|393|7|566|313|479.5|160.0|173|306
label::robot|9441.jpg|640|480|399|3|567|318|483.0|160.5|168|315
label::robot|9440.jpg|640|480|399|3|567|318|483.0|160.5|168|315
label::robot|9439.jpg|640|480|396|12|572|304|484.0|158.0|176|292
label::robot|9438.jpg|640|480|396|12|572|304|484.0|158.0|176|292
label::robot|9437.jpg|640|480|396|11|571|304|483.5|157.5|175|293
label::robot|9436.jpg|640|480|396|11|571|304|483.5|157.5|175|293
label::robot|9435.jpg|640|480|396|10|571|304|483.5|157.0|175|294
label::robot|9434.jpg|640|480|396|10|571|304|483.5|157.0|175|294
label::robot|9433.jpg|640|480|396|9|572|306|484.0|157.5|176|297
label::robot|9432.jpg|640|480|396|9|572|306|484.0|157.5|176|297
label::robot|9431.jpg|640|480|397|10|571|305|484.0|157.5|174|295
label::robot|9430.jpg|640|480|397|10|571|305|484.0|157.5|174|295
label::robot|9429.jpg|640|480|397|10|570|304|483.5|157.0|173|294
label::robot|9428.jpg|640|480|397|10|570|304|483.5|157.0|173|294
label::robot|9427.jpg|640|480|397|10|570|303|483.5|156.5|173|293
label::robot|9426.jpg|640|480|397|10|570|303|483.5|156.5|173|293
label::robot|9425.jpg|640|480|396|10|569|304|482.5|157.0|173|294
label::robot|9424.jpg|640|480|396|10|569|304|482.5|157.0|173|294
label::robot|9423.jpg|640|480|395|8|570|305|482.5|156.5|175|297
label::robot|9422.jpg|640|480|395|8|570|305|482.5|156.5|175|297
label::robot|9421.jpg|640|480|395|7|570|309|482.5|158.0|175|302
label::robot|9420.jpg|640|480|395|7|570|309|482.5|158.0|175|302
label::robot|9419.jpg|640|480|398|7|570|309|484.0|158.0|172|302
label::robot|9418.jpg|640|480|398|7|570|309|484.0|158.0|172|302
label::robot|9417.jpg|640|480|398|8|568|310|483.0|159.0|170|302
label::robot|9416.jpg|640|480|398|8|568|310|483.0|159.0|170|302
label::robot|9415.jpg|640|480|398|6|569|311|483.5|158.5|171|305
label::robot|9414.jpg|640|480|398|6|569|311|483.5|158.5|171|305
label::robot|9413.jpg|640|480|398|5|568|313|483.0|159.0|170|308
label::robot|9412.jpg|640|480|398|5|568|313|483.0|159.0|170|308
label::robot|9411.jpg|640|480|398|4|569|313|483.5|158.5|171|309
label::robot|9410.jpg|640|480|398|4|569|313|483.5|158.5|171|309
label::robot|9409.jpg|640|480|397|3|569|314|483.0|158.5|172|311
label::robot|9408.jpg|640|480|397|3|569|314|483.0|158.5|172|311
label::robot|9407.jpg|640|480|397|2|570|315|483.5|158.5|173|313
label::robot|9406.jpg|640|480|397|2|570|315|483.5|158.5|173|313
label::robot|9405.jpg|640|480|397|2|570|315|483.5|158.5|173|313
label::robot|9404.jpg|640|480|397|2|570|315|483.5|158.5|173|313
label::robot|9403.jpg|640|480|398|5|569|312|483.5|158.5|171|307
label::robot|9402.jpg|640|480|398|5|569|312|483.5|158.5|171|307
label::robot|9401.jpg|640|480|399|8|570|306|484.5|157.0|171|298
label::robot|9400.jpg|640|480|399|8|570|306|484.5|157.0|171|298
label::robot|9399.jpg|640|480|398|8|570|306|484.0|157.0|172|298
label::robot|9398.jpg|640|480|398|8|570|306|484.0|157.0|172|298
label::robot|9397.jpg|640|480|398|8|569|307|483.5|157.5|171|299
label::robot|9396.jpg|640|480|398|8|569|307|483.5|157.5|171|299
label::robot|9395.jpg|640|480|399|8|569|309|484.0|158.5|170|301
label::robot|9394.jpg|640|480|399|8|569|309|484.0|158.5|170|301
label::robot|9393.jpg|640|480|398|8|568|310|483.0|159.0|170|302
label::robot|9392.jpg|640|480|398|8|568|310|483.0|159.0|170|302
label::robot|9391.jpg|640|480|398|7|569|311|483.5|159.0|171|304
label::robot|9390.jpg|640|480|398|7|569|311|483.5|159.0|171|304
label::robot|9389.jpg|640|480|398|7|571|309|484.5|158.0|173|302
label::robot|9388.jpg|640|480|398|7|571|309|484.5|158.0|173|302
label::robot|9387.jpg|640|480|399|7|571|305|485.0|156.0|172|298
label::robot|9386.jpg|640|480|399|7|571|305|485.0|156.0|172|298
label::robot|9385.jpg|640|480|400|7|571|305|485.5|156.0|171|298
label::robot|9384.jpg|640|480|400|7|571|305|485.5|156.0|171|298
label::robot|9383.jpg|640|480|399|6|569|311|484.0|158.5|170|305
label::robot|9382.jpg|640|480|399|6|569|311|484.0|158.5|170|305
label::robot|9381.jpg|640|480|398|4|568|318|483.0|161.0|170|314
label::robot|9380.jpg|640|480|398|4|568|318|483.0|161.0|170|314
label::robot|9379.jpg|640|480|398|9|569|319|483.5|164.0|171|310
label::robot|9378.jpg|640|480|398|9|569|319|483.5|164.0|171|310
label::robot|9377.jpg|640|480|398|10|568|319|483.0|164.5|170|309
label::robot|9376.jpg|640|480|398|10|568|319|483.0|164.5|170|309
label::robot|9375.jpg|640|480|402|9|569|319|485.5|164.0|167|310
label::robot|9374.jpg|640|480|402|9|569|319|485.5|164.0|167|310
label::robot|9373.jpg|640|480|403|6|570|313|486.5|159.5|167|307
label::robot|9372.jpg|640|480|403|6|570|313|486.5|159.5|167|307
label::robot|9371.jpg|640|480|402|1|571|313|486.5|157.0|169|312
label::robot|9370.jpg|640|480|402|1|571|313|486.5|157.0|169|312
label::robot|9369.jpg|640|480|404|0|572|311|488.0|155.5|168|311
label::robot|9368.jpg|640|480|404|0|572|311|488.0|155.5|168|311
label::robot|9367.jpg|640|480|403|0|570|319|486.5|159.5|167|319
label::robot|9366.jpg|640|480|403|0|570|319|486.5|159.5|167|319
label::robot|9365.jpg|640|480|407|6|583|324|495.0|165.0|176|318
label::robot|9364.jpg|640|480|407|6|583|324|495.0|165.0|176|318
label::robot|9363.jpg|640|480|401|8|577|321|489.0|164.5|176|313
label::robot|9362.jpg|640|480|401|8|577|321|489.0|164.5|176|313
label::robot|9361.jpg|640|480|402|6|574|317|488.0|161.5|172|311
label::robot|9360.jpg|640|480|402|6|574|317|488.0|161.5|172|311
label::robot|9359.jpg|640|480|399|5|572|327|485.5|166.0|173|322
label::robot|9358.jpg|640|480|399|5|572|327|485.5|166.0|173|322
label::robot|9357.jpg|640|480|398|12|571|335|484.5|173.5|173|323
label::robot|9356.jpg|640|480|398|12|571|335|484.5|173.5|173|323
label::robot|9355.jpg|640|480|393|14|564|339|478.5|176.5|171|325
label::robot|9354.jpg|640|480|393|14|564|339|478.5|176.5|171|325
label::robot|9353.jpg|640|480|384|9|551|334|467.5|171.5|167|325
label::robot|9352.jpg|640|480|384|9|551|334|467.5|171.5|167|325
label::robot|9351.jpg|640|480|379|8|546|328|462.5|168.0|167|320
label::robot|9350.jpg|640|480|379|8|546|328|462.5|168.0|167|320
label::robot|9349.jpg|640|480|379|13|549|330|464.0|171.5|170|317
label::robot|9348.jpg|640|480|379|13|549|330|464.0|171.5|170|317
label::robot|9347.jpg|640|480|382|14|557|335|469.5|174.5|175|321
label::robot|9346.jpg|640|480|382|14|557|335|469.5|174.5|175|321
label::robot|9345.jpg|640|480|385|12|565|332|475.0|172.0|180|320
label::robot|9344.jpg|640|480|385|12|565|332|475.0|172.0|180|320
label::robot|9343.jpg|640|480|390|4|571|336|480.5|170.0|181|332
label::robot|9342.jpg|640|480|390|4|571|336|480.5|170.0|181|332
label::robot|9341.jpg|640|480|387|9|567|328|477.0|168.5|180|319
label::robot|9340.jpg|640|480|387|9|567|328|477.0|168.5|180|319
label::robot|9339.jpg|640|480|387|7|563|320|475.0|163.5|176|313
label::robot|9338.jpg|640|480|387|7|563|320|475.0|163.5|176|313
label::robot|9337.jpg|640|480|379|5|563|318|471.0|161.5|184|313
label::robot|9336.jpg|640|480|379|5|563|318|471.0|161.5|184|313
label::robot|9335.jpg|640|480|375|7|563|315|469.0|161.0|188|308
label::robot|9334.jpg|640|480|375|7|563|315|469.0|161.0|188|308
label::robot|9333.jpg|640|480|378|8|564|317|471.0|162.5|186|309
label::robot|9332.jpg|640|480|378|8|564|317|471.0|162.5|186|309
label::robot|9331.jpg|640|480|359|21|564|303|461.5|162.0|205|282
label::robot|9331.jpg|640|480|373|8|559|318|466.0|163.0|186|310
label::robot|9330.jpg|640|480|359|21|564|303|461.5|162.0|205|282
label::robot|9330.jpg|640|480|373|8|559|318|466.0|163.0|186|310
label::robot|9329.jpg|640|480|359|17|558|311|458.5|164.0|199|294
label::robot|9328.jpg|640|480|359|17|558|311|458.5|164.0|199|294
label::robot|9327.jpg|640|480|361|14|561|325|461.0|169.5|200|311
label::robot|9326.jpg|640|480|361|14|561|325|461.0|169.5|200|311
label::robot|9325.jpg|640|480|378|13|563|342|470.5|177.5|185|329
label::robot|9324.jpg|640|480|378|13|563|342|470.5|177.5|185|329
label::robot|9323.jpg|640|480|377|15|562|343|469.5|179.0|185|328
label::robot|9322.jpg|640|480|377|15|562|343|469.5|179.0|185|328
label::robot|9321.jpg|640|480|373|16|560|343|466.5|179.5|187|327
label::robot|9320.jpg|640|480|373|16|560|343|466.5|179.5|187|327
label::robot|9319.jpg|640|480|377|17|554|343|465.5|180.0|177|326
label::robot|9318.jpg|640|480|377|17|554|343|465.5|180.0|177|326
label::robot|9317.jpg|640|480|365|40|545|357|455.0|198.5|180|317
label::robot|9316.jpg|640|480|365|40|545|357|455.0|198.5|180|317
label::robot|9315.jpg|640|480|360|38|538|357|449.0|197.5|178|319
label::robot|9314.jpg|640|480|360|38|538|357|449.0|197.5|178|319
label::robot|9313.jpg|640|480|354|0|527|356|440.5|178.0|173|356
label::robot|9312.jpg|640|480|354|0|527|356|440.5|178.0|173|356
label::robot|9311.jpg|640|480|349|5|517|350|433.0|177.5|168|345
label::robot|9310.jpg|640|480|349|5|517|350|433.0|177.5|168|345
label::robot|9309.jpg|640|480|330|10|500|340|415.0|175.0|170|330
label::robot|9308.jpg|640|480|330|10|500|340|415.0|175.0|170|330
label::robot|9307.jpg|640|480|317|5|488|341|402.5|173.0|171|336
label::robot|9210.jpg|640|480|300|6|413|261|356.5|133.5|113|255
label::robot|9209.jpg|640|480|275|6|400|245|337.5|125.5|125|239
label::robot|9208.jpg|640|480|275|6|400|245|337.5|125.5|125|239
label::robot|9207.jpg|640|480|252|4|371|244|311.5|124.0|119|240
label::robot|9206.jpg|640|480|252|4|371|244|311.5|124.0|119|240
label::robot|9205.jpg|640|480|246|3|368|249|307.0|126.0|122|246
label::robot|9204.jpg|640|480|246|3|368|249|307.0|126.0|122|246
label::robot|9536.jpg|640|480|349|4|552|323|450.5|163.5|203|319
label::robot|9535.jpg|640|480|349|1|552|327|450.5|164.0|203|326
label::robot|9534.jpg|640|480|349|1|552|327|450.5|164.0|203|326
label::robot|9533.jpg|640|480|346|3|552|330|449.0|166.5|206|327
label::robot|9532.jpg|640|480|346|3|552|330|449.0|166.5|206|327
label::robot|9531.jpg|640|480|346|5|548|328|447.0|166.5|202|323
label::robot|9530.jpg|640|480|346|5|548|328|447.0|166.5|202|323
label::robot|9529.jpg|640|480|351|2|545|334|448.0|168.0|194|332
label::robot|9528.jpg|640|480|351|2|545|334|448.0|168.0|194|332
label::robot|9527.jpg|640|480|355|2|543|333|449.0|167.5|188|331
label::robot|9526.jpg|640|480|355|2|543|333|449.0|167.5|188|331
label::robot|9525.jpg|640|480|359|4|543|331|451.0|167.5|184|327
label::robot|9524.jpg|640|480|359|4|543|331|451.0|167.5|184|327
label::robot|9523.jpg|640|480|360|10|543|326|451.5|168.0|183|316
label::robot|9203.jpg|640|480|246|11|370|250|308.0|130.5|124|239
label::robot|9202.jpg|640|480|246|11|370|250|308.0|130.5|124|239
label::robot|9201.jpg|640|480|244|7|365|241|304.5|124.0|121|234
label::robot|9201.jpg|640|480|243|15|367|245|305.0|130.0|124|230
label::robot|9200.jpg|640|480|244|7|365|241|304.5|124.0|121|234
label::robot|9200.jpg|640|480|243|15|367|245|305.0|130.0|124|230
label::robot|9199.jpg|640|480|241|9|363|241|302.0|125.0|122|232
label::robot|9199.jpg|640|480|241|17|364|244|302.5|130.5|123|227
label::robot|9198.jpg|640|480|241|9|363|241|302.0|125.0|122|232
label::robot|9198.jpg|640|480|241|17|364|244|302.5|130.5|123|227
label::robot|9197.jpg|640|480|247|6|363|244|305.0|125.0|116|238
label::robot|9196.jpg|640|480|247|6|363|244|305.0|125.0|116|238
label::robot|9195.jpg|640|480|254|1|372|251|313.0|126.0|118|250
label::robot|9194.jpg|640|480|254|1|372|251|313.0|126.0|118|250
label::robot|9193.jpg|640|480|258|1|373|253|315.5|127.0|115|252
label::robot|9192.jpg|640|480|258|1|373|253|315.5|127.0|115|252
label::robot|9191.jpg|640|480|263|3|383|247|323.0|125.0|120|244
label::robot|9190.jpg|640|480|263|3|383|247|323.0|125.0|120|244
label::robot|9189.jpg|640|480|264|4|385|245|324.5|124.5|121|241
label::robot|9188.jpg|640|480|264|4|385|245|324.5|124.5|121|241
label::robot|9187.jpg|640|480|262|5|388|240|325.0|122.5|126|235
label::robot|9186.jpg|640|480|262|5|388|240|325.0|122.5|126|235
label::robot|9185.jpg|640|480|266|4|390|241|328.0|122.5|124|237
label::robot|9184.jpg|640|480|266|4|390|241|328.0|122.5|124|237
label::robot|9183.jpg|640|480|267|4|389|242|328.0|123.0|122|238
label::robot|9182.jpg|640|480|267|4|389|242|328.0|123.0|122|238
label::robot|9181.jpg|640|480|261|2|384|238|322.5|120.0|123|236
label::robot|9180.jpg|640|480|261|2|384|238|322.5|120.0|123|236
label::robot|9179.jpg|640|480|247|5|371|244|309.0|124.5|124|239
label::robot|9178.jpg|640|480|247|5|371|244|309.0|124.5|124|239
label::robot|9177.jpg|640|480|238|0|362|250|300.0|125.0|124|250
label::robot|9176.jpg|640|480|238|0|362|250|300.0|125.0|124|250
label::robot|9175.jpg|640|480|229|0|347|256|288.0|128.0|118|256
label::robot|9174.jpg|640|480|229|0|347|256|288.0|128.0|118|256
label::robot|9173.jpg|640|480|214|0|334|257|274.0|128.5|120|257
label::robot|9172.jpg|640|480|214|0|334|257|274.0|128.5|120|257
label::robot|9171.jpg|640|480|192|10|315|256|253.5|133.0|123|246
label::robot|9170.jpg|640|480|192|10|315|256|253.5|133.0|123|246
label::robot|9169.jpg|640|480|170|2|298|263|234.0|132.5|128|261
label::robot|9168.jpg|640|480|170|2|298|263|234.0|132.5|128|261
label::robot|9167.jpg|640|480|153|0|280|274|216.5|137.0|127|274
label::robot|9166.jpg|640|480|153|0|280|274|216.5|137.0|127|274
label::robot|9165.jpg|640|480|145|6|270|270|207.5|138.0|125|264
label::robot|9164.jpg|640|480|145|6|270|270|207.5|138.0|125|264
label::robot|9163.jpg|640|480|125|0|263|287|194.0|143.5|138|287
label::robot|9162.jpg|640|480|125|0|263|287|194.0|143.5|138|287
label::robot|9161.jpg|640|480|120|0|263|285|191.5|142.5|143|285
label::robot|9160.jpg|640|480|120|0|263|285|191.5|142.5|143|285
label::robot|9159.jpg|640|480|117|0|265|286|191.0|143.0|148|286
label::robot|9158.jpg|640|480|117|0|265|286|191.0|143.0|148|286
label::robot|9157.jpg|640|480|118|0|265|295|191.5|147.5|147|295
label::robot|9156.jpg|640|480|118|0|265|295|191.5|147.5|147|295
label::robot|9155.jpg|640|480|117|0|266|297|191.5|148.5|149|297
label::robot|9154.jpg|640|480|117|0|266|297|191.5|148.5|149|297
label::robot|9153.jpg|640|480|111|0|269|301|190.0|150.5|158|301
label::robot|9152.jpg|640|480|111|0|269|301|190.0|150.5|158|301
label::robot|9151.jpg|640|480|115|1|265|313|190.0|157.0|150|312
label::robot|9150.jpg|640|480|115|1|265|313|190.0|157.0|150|312
label::robot|9149.jpg|640|480|111|2|268|320|189.5|161.0|157|318
label::robot|9148.jpg|640|480|111|2|268|320|189.5|161.0|157|318
label::robot|9147.jpg|640|480|125|6|276|327|200.5|166.5|151|321
label::robot|9146.jpg|640|480|125|6|276|327|200.5|166.5|151|321
label::robot|9145.jpg|640|480|134|3|286|334|210.0|168.5|152|331
label::robot|9144.jpg|640|480|134|3|286|334|210.0|168.5|152|331
label::robot|9143.jpg|640|480|158|1|312|334|235.0|167.5|154|333
label::robot|9142.jpg|640|480|158|1|312|334|235.0|167.5|154|333
label::robot|9141.jpg|640|480|179|9|328|341|253.5|175.0|149|332
label::robot|9140.jpg|640|480|179|9|328|341|253.5|175.0|149|332
label::robot|9139.jpg|640|480|187|8|335|347|261.0|177.5|148|339
label::robot|9138.jpg|640|480|187|8|335|347|261.0|177.5|148|339
label::robot|9137.jpg|640|480|190|2|339|354|264.5|178.0|149|352
label::robot|9136.jpg|640|480|190|2|339|354|264.5|178.0|149|352
label::robot|9135.jpg|640|480|193|1|342|357|267.5|179.0|149|356
label::robot|9134.jpg|640|480|193|1|342|357|267.5|179.0|149|356
label::robot|9133.jpg|640|480|199|30|364|367|281.5|198.5|165|337
label::robot|9132.jpg|640|480|199|30|364|367|281.5|198.5|165|337
label::robot|9131.jpg|640|480|209|31|372|374|290.5|202.5|163|343
label::robot|9130.jpg|640|480|209|31|372|374|290.5|202.5|163|343
label::robot|9129.jpg|640|480|222|34|378|378|300.0|206.0|156|344
label::robot|9128.jpg|640|480|222|34|378|378|300.0|206.0|156|344
label::robot|9127.jpg|640|480|221|25|385|386|303.0|205.5|164|361
label::robot|9126.jpg|640|480|221|25|385|386|303.0|205.5|164|361
label::robot|9125.jpg|640|480|224|23|385|391|304.5|207.0|161|368
label::robot|9124.jpg|640|480|224|23|385|391|304.5|207.0|161|368
label::robot|9123.jpg|640|480|223|21|388|397|305.5|209.0|165|376
label::robot|9122.jpg|640|480|223|21|388|397|305.5|209.0|165|376
label::robot|9121.jpg|640|480|205|31|406|380|305.5|205.5|201|349
label::robot|9120.jpg|640|480|205|31|406|380|305.5|205.5|201|349
label::robot|9119.jpg|640|480|213|34|416|385|314.5|209.5|203|351
label::robot|9118.jpg|640|480|213|34|416|385|314.5|209.5|203|351
label::robot|9117.jpg|640|480|222|38|430|388|326.0|213.0|208|350
label::robot|9116.jpg|640|480|222|38|430|388|326.0|213.0|208|350
label::robot|9115.jpg|640|480|228|26|443|398|335.5|212.0|215|372
label::robot|9114.jpg|640|480|228|26|443|398|335.5|212.0|215|372
label::robot|9113.jpg|640|480|227|20|454|405|340.5|212.5|227|385
label::robot|9112.jpg|640|480|227|20|454|405|340.5|212.5|227|385
label::robot|9111.jpg|640|480|236|63|462|425|349.0|244.0|226|362
label::robot|9111.jpg|640|480|237|22|460|404|348.5|213.0|223|382
label::robot|9110.jpg|640|480|236|63|462|425|349.0|244.0|226|362
label::robot|9110.jpg|640|480|237|22|460|404|348.5|213.0|223|382
label::robot|9109.jpg|640|480|237|61|470|432|353.5|246.5|233|371
label::robot|9109.jpg|640|480|237|25|469|402|353.0|213.5|232|377
label::robot|9108.jpg|640|480|237|61|470|432|353.5|246.5|233|371
label::robot|9108.jpg|640|480|237|25|469|402|353.0|213.5|232|377
label::robot|9107.jpg|640|480|252|109|482|447|367.0|278.0|230|338
label::robot|9107.jpg|640|480|246|18|486|411|366.0|214.5|240|393
label::robot|9106.jpg|640|480|252|109|482|447|367.0|278.0|230|338
label::robot|9106.jpg|640|480|246|18|486|411|366.0|214.5|240|393
label::robot|9105.jpg|640|480|254|43|493|446|373.5|244.5|239|403
label::robot|9104.jpg|640|480|254|43|493|446|373.5|244.5|239|403
label::robot|9103.jpg|640|480|261|32|506|447|383.5|239.5|245|415
label::robot|9102.jpg|640|480|261|32|506|447|383.5|239.5|245|415
label::robot|9101.jpg|640|480|265|36|511|447|388.0|241.5|246|411
label::robot|9100.jpg|640|480|265|36|511|447|388.0|241.5|246|411
label::robot|9099.jpg|640|480|259|41|520|448|389.5|244.5|261|407
label::robot|9098.jpg|640|480|259|41|520|448|389.5|244.5|261|407
label::robot|9097.jpg|640|480|254|47|525|445|389.5|246.0|271|398
label::robot|9096.jpg|640|480|254|47|525|445|389.5|246.0|271|398
